_id,area_name,attachments,author_id,channel_name,content,is_command,message_id,sent_date
60b794fdd1efad0ea4ea9d1b,bienvenida,null,849653891255631915,bienvenida,!acceder Idiomas (Inglés y Francés),false,849655106135523338,2021-06-02T09:26:05.205Z
60b79761d1efad0ea4ea9d1c,bienvenida,null,849653891255631915,bienvenida,!validar Daniela 2182892,false,849657673565601813,2021-06-02T09:36:17.044Z
60b7980bd1efad0ea4ea9d1d,bienvenida,null,301180833253949440,bienvenida,"Hola, necesitas ayuda?",false,849658388811481109,2021-06-02T09:39:07.196Z
60b79841d1efad0ea4ea9d1e,bienvenida,null,849653891255631915,bienvenida,"Sí, gracias. En las instrucciones dice que luego de validar mi nombre me debe aparecer un mensaje que diga cuales son las asignaturas de apoyo. Peor no me apareció.",false,849658620378480730,2021-06-02T09:40:01.046Z
60b7987ed1efad0ea4ea9d1f,bienvenida,null,849653891255631915,bienvenida,escribí ! acceder Idiomas y deice que no se encontró,false,849658879175688192,2021-06-02T09:41:02.750Z
60b7989ed1efad0ea4ea9d20,bienvenida,null,301180833253949440,bienvenida,recomiendo que escribas `!acceder idiomas`,false,849659013675483177,2021-06-02T09:41:34.905Z
60b798c6d1efad0ea4ea9d21,bienvenida,null,849653891255631915,bienvenida,"Vale, lo intentaré",false,849659180180832296,2021-06-02T09:42:14.773Z
60b798c8d1efad0ea4ea9d22,bienvenida,null,849653891255631915,bienvenida,gracias,false,849659188493942826,2021-06-02T09:42:16.600Z
60b798cbd1efad0ea4ea9d23,bienvenida,null,849653891255631915,bienvenida,!acceder idiomas,false,849659195472347197,2021-06-02T09:42:19.254Z
60b798dad1efad0ea4ea9d24,bienvenida,null,849653891255631915,bienvenida,UYYY SIIII funcionó. gracias,false,849659264216858684,2021-06-02T09:42:34.552Z
60b79904d1efad0ea4ea9d25,bienvenida,null,301180833253949440,bienvenida,con gusto,false,849659439430631484,2021-06-02T09:43:16.329Z
60b79a77d1efad0ea4ea9d26,bienvenida,null,699235225791758447,bienvenida,!validar Diego 2191383,false,849660992673677313,2021-06-02T09:49:27.337Z
60b79acbd1efad0ea4ea9d27,bienvenida,null,604365440218562580,bienvenida,!validar Angel 2211616,false,849661348568105010,2021-06-02T09:50:51.746Z
60b79acbbb580825416c6789,bienvenida,null,604365440218562580,bienvenida,!validar Angel 2211616,false,849661348568105010,2021-06-02T14:50:51.814Z
60b7a426bb580825416c678b,bienvenida,null,556520366525120522,bienvenida,!validar Andrés 2210779,false,849671390247256074,2021-06-02T15:30:46.455Z
60b7a464bb580825416c678c,bienvenida,null,556520366525120522,bienvenida,!acceder Idiomas,false,849671651032301608,2021-06-02T15:31:48.283Z
60b7a4e8bb580825416c678d,bienvenida,null,837381687142514690,bienvenida,!acceder Idiomas,false,849672204626165763,2021-06-02T15:34:00.179Z
60b7a572bb580825416c678e,bienvenida,null,849486119363936326,bienvenida,!validar Katerín 2211783,false,849672786494357504,2021-06-02T15:36:18.733Z
60b7a5a2bb580825416c678f,bienvenida,null,604365440218562580,bienvenida,!validar Angel 2211616,false,849672988520742932,2021-06-02T15:37:06.956Z
60b7a5b9bb580825416c6790,bienvenida,null,849486119363936326,bienvenida,!verificar Katerín 2211783,false,849673082783531008,2021-06-02T15:37:29.435Z
60b7a6a7bb580825416c6791,bienvenida,null,748897383173193809,bienvenida,!acceder Idiomas,false,849674080848576553,2021-06-02T15:41:27.505Z
60b7a7c0bb580825416c6793,bienvenida,null,829395423402786868,bienvenida,!validar Pedro 2210128,false,849675259928903782,2021-06-02T15:46:08.919Z
60b7a838bb580825416c6794,bienvenida,null,829395423402786868,bienvenida,!acceder ingles-i,false,849675764621901875,2021-06-02T15:48:08.882Z
60b7a851bb580825416c6795,bienvenida,null,829395423402786868,bienvenida,!acceder ingles,false,849675868623339530,2021-06-02T15:48:33.632Z
60b7a8a0bb580825416c6796,bienvenida,null,829395423402786868,bienvenida,!acceder idiomas,false,849676198660407296,2021-06-02T15:49:52.332Z
60b7abd9bb580825416c6797,bienvenida,null,849401264504176660,bienvenida,!acceder Idiomas,false,849679658341630032,2021-06-02T16:03:37.190Z
